日期,星期,最高温度,最低温度,天气,风向
2022/6/19, 星期日 ,36℃,23℃,晴,南风 1级
2022/6/20, 星期一 ,32℃,25℃,阴,西南风 2级
2022/6/21, 星期二 ,31℃,25℃,阴,西南风 2级
2022/6/22, 星期三 ,34℃,26℃,晴,南风 3级
2022/6/23, 星期四 ,33℃,25℃,晴,西南风 1级
2022/6/24, 星期五 ,33℃,25℃,多云,南风 2级
2022/6/25, 星期六 ,31℃,25℃,多云,南风 2级
2022/6/26, 星期日 ,31℃,25℃,多云,南风 2级
2022/6/27, 星期一 ,33℃,25℃,多云,南风 3级
2022/6/28, 星期二 ,33℃,25℃,阴,西南风 1级
2022/6/29, 星期三 ,31℃,25℃,多云,西风 1级
2022/6/30, 星期四 ,32℃,26℃,阴,东南风 2级
2022/7/1, 星期五 ,33℃,25℃,小雨到中雨,东北风 1级
2022/7/2, 星期六 ,31℃,25℃,小雨到中雨,东南风 2级
2022/7/3, 星期日 ,30℃,25℃,阴,南风 2级
2022/7/4, 星期一 ,30℃,24℃,小雨,东南风 1级
2022/7/5, 星期二 ,30℃,25℃,多云,西南风 2级
2022/7/6, 星期三 ,33℃,24℃,晴,南风 1级
2022/7/7, 星期四 ,32℃,25℃,晴,西南风 2级
2022/7/8, 星期五 ,35℃,26℃,晴,南风 2级
2022/7/9, 星期六 ,33℃,25℃,多云,南风 2级
2022/7/10, 星期日 ,35℃,25℃,小雨到中雨,东风 1级
2022/7/11, 星期一 ,34℃,25℃,多云,南风 3级
2022/7/12, 星期二 ,34℃,24℃,多云,南风 2级
2022/7/13, 星期三 ,34℃,26℃,多云,西风 2级
2022/7/14, 星期四 ,35℃,26℃,多云,南风 2级
2022/7/15, 星期五 ,35℃,27℃,小雨到中雨,西南风 2级
2022/7/16, 星期六 ,35℃,27℃,多云,西南风 2级
2022/7/17, 星期日 ,35℃,27℃,阴,西南风 2级
2022/7/18, 星期一 ,35℃,27℃,阴,西南风 1级
2022/7/19, 星期二 ,33℃,27℃,多云,南风 2级
2022/7/20, 星期三 ,33℃,26℃,多云,南风 3级
2022/7/21, 星期四 ,34℃,25℃,晴,南风 1级
2022/7/22, 星期五 ,35℃,27℃,晴,南风 1级
2022/7/23, 星期六 ,32℃,21℃,晴,北风 2级
2022/7/24, 星期日 ,34℃,24℃,晴,南风 2级
2022/7/25, 星期一 ,37℃,26℃,多云,东北风 1级
2022/7/26, 星期二 ,34℃,27℃,多云,南风 2级
2022/7/27, 星期三 ,36℃,28℃,多云,东南风 2级
2022/7/28, 星期四 ,32℃,22℃,多云,东北风 1级
2022/7/29, 星期五 ,33℃,26℃,晴,西北风 1级
2022/7/30, 星期六 ,35℃,27℃,晴,西北风 2级
2022/7/31, 星期日 ,33℃,25℃,多云,西南风 1级
2022/8/1, 星期一 ,34℃,26℃,多云,东风 1级
2022/8/2, 星期二 ,32℃,25℃,雾,西风 1级
2022/8/3, 星期三 ,30℃,26℃,中雨,东南风 2级
2022/8/4, 星期四 ,30℃,25℃,大雨,东南风 3级
2022/8/5, 星期五 ,31℃,25℃,多云,西南风 2级
2022/8/6, 星期六 ,34℃,26℃,多云,南风 2级
2022/8/7, 星期日 ,33℃,26℃,多云,西风 1级
2022/8/8, 星期一 ,33℃,25℃,晴,东风 1级
2022/8/9, 星期二 ,32℃,26℃,多云,西北风 2级
2022/8/10, 星期三 ,31℃,26℃,多云,西南风 2级
2022/8/11, 星期四 ,32℃,26℃,晴,西南风 2级
2022/8/12, 星期五 ,33℃,26℃,晴,西南风 2级
2022/8/13, 星期六 ,33℃,26℃,晴,南风 2级
2022/8/14, 星期日 ,34℃,26℃,晴,东南风 2级
2022/8/15, 星期一 ,34℃,26℃,晴,东南风 3级
2022/8/16, 星期二 ,33℃,26℃,多云,南风 3级
2022/8/17, 星期三 ,33℃,26℃,多云,东南风 2级
2022/8/18, 星期四 ,34℃,26℃,多云,东南风 3级
2022/8/19, 星期五 ,30℃,26℃,多云,东南风 1级
2022/8/20, 星期六 ,31℃,26℃,多云,南风 3级
2022/8/21, 星期日 ,36℃,27℃,多云,西风 1级
2022/8/22, 星期一 ,36℃,27℃,多云,东北风 2级
2022/8/23, 星期二 ,35℃,27℃,多云,东风 2级
2022/8/24, 星期三 ,34℃,26℃,多云,西风 2级
2022/8/25, 星期四 ,31℃,26℃,多云,西南风 1级
2022/8/26, 星期五 ,34℃,27℃,多云,南风 3级
2022/8/27, 星期六 ,35℃,27℃,多云,北风 1级
2022/8/28, 星期日 ,32℃,26℃,多云,东风 3级
2022/8/29, 星期一 ,33℃,26℃,小雨,东北风 2级
2022/8/30, 星期二 ,33℃,26℃,多云,西北风 2级
2022/8/31, 星期三 ,33℃,26℃,多云,北风 2级
2022/9/1, 星期四 ,31℃,26℃,小雨,东北风 2级
2022/9/2, 星期五 ,35℃,26℃,多云,西北风 2级
2022/9/3, 星期六 ,35℃,27℃,晴,西风 2级
2022/9/4, 星期日 ,35℃,27℃,多云,西北风 2级
2022/9/5, 星期一 ,34℃,26℃,多云,南风 2级
2022/9/6, 星期二 ,32℃,26℃,多云,东北风 4级
2022/9/7, 星期三 ,28℃,23℃,阴,北风 2级
2022/9/8, 星期四 ,32℃,24℃,多云,北风 1级
2022/9/9, 星期五 ,31℃,24℃,晴,东风 3级
2022/9/10, 星期六 ,31℃,25℃,晴,东风 2级
2022/9/11, 星期日 ,32℃,24℃,晴,东风 1级
2022/9/12, 星期一 ,35℃,24℃,晴,东风 2级
2022/9/13, 星期二 ,35℃,25℃,晴,西北风 2级
2022/9/14, 星期三 ,35℃,26℃,晴,东北风 3级
2022/9/15, 星期四 ,34℃,25℃,晴,南风 2级
2022/9/16, 星期五 ,31℃,25℃,小雨,东北风 1级
2022/9/17, 星期六 ,32℃,25℃,雾,北风 1级
2022/9/18, 星期日 ,31℃,26℃,晴,东风 1级
2022/9/19, 星期一 ,32℃,25℃,雾,东北风 2级
2022/9/20, 星期二 ,30℃,24℃,多云,东风 4级
2022/9/21, 星期三 ,30℃,24℃,多云,东北风 2级
2022/9/22, 星期四 ,29℃,24℃,多云,东南风 3级
2022/9/23, 星期五 ,29℃,24℃,多云,东北风 2级
2022/9/24, 星期六 ,30℃,23℃,晴,东风 4级
2022/9/25, 星期日 ,30℃,24℃,晴,东北风 2级
2022/9/26, 星期一 ,30℃,25℃,多云,北风 2级
2022/9/27, 星期二 ,31℃,25℃,多云,东北风 3级
2022/9/28, 星期三 ,32℃,25℃,晴,北风 1级
2022/9/29, 星期四 ,32℃,25℃,晴,东北风 1级
2022/9/30, 星期五 ,32℃,25℃,多云,东南风 3级
2022/10/1, 星期六 ,32℃,25℃,晴,北风 2级
2022/10/2, 星期日 ,32℃,25℃,晴,东南风 2级
2022/10/3, 星期一 ,33℃,26℃,雾,东南风 3级
2022/10/4, 星期二 ,31℃,26℃,多云,东北风 2级
2022/10/5, 星期三 ,28℃,25℃,多云,东北风 2级
2022/10/6, 星期四 ,28℃,24℃,多云,东北风 3级
2022/10/7, 星期五 ,30℃,24℃,多云,东北风 3级
2022/10/8, 星期六 ,28℃,21℃,多云,东北风 3级
2022/10/9, 星期日 ,32℃,22℃,多云,东北风 3级
2022/10/10, 星期一 ,25℃,19℃,多云,东北风 1级
2022/10/11, 星期二 ,24℃,19℃,晴,北风 3级
2022/10/12, 星期三 ,25℃,20℃,多云,东北风 3级
2022/10/13, 星期四 ,28℃,21℃,多云,东北风 3级
2022/10/14, 星期五 ,28℃,22℃,晴,东北风 3级
2022/10/15, 星期六 ,30℃,24℃,多云,东北风 3级
2022/10/16, 星期日 ,29℃,24℃,多云,东北风 3级
2022/10/17, 星期一 ,25℃,17℃,多云,东北风 2级
2022/10/18, 星期二 ,20℃,17℃,多云,东北风 2级
2022/10/19, 星期三 ,24℃,19℃,多云,东北风 3级
2022/10/20, 星期四 ,26℃,19℃,多云,东北风 2级
2022/10/21, 星期五 ,28℃,22℃,多云,北风 1级
2022/10/22, 星期六 ,28℃,23℃,多云,东北风 1级
2022/10/23, 星期日 ,26℃,20℃,多云,东风 2级
2022/10/24, 星期一 ,25℃,19℃,晴,东北风 4级
2022/10/25, 星期二 ,24℃,18℃,多云,北风 2级
2022/10/26, 星期三 ,26℃,20℃,多云,北风 2级
2022/10/27, 星期四 ,28℃,21℃,晴,东北风 4级
2022/10/28, 星期五 ,26℃,22℃,晴,东北风 2级
2022/10/29, 星期六 ,26℃,20℃,多云,东北风 4级
2022/10/30, 星期日 ,26℃,22℃,多云,东北风 4级
2022/10/31, 星期一 ,24℃,19℃,多云,东北风 2级
2022/11/1, 星期二 ,23℃,19℃,小雨,东北风 4级
2022/11/2, 星期三 ,21℃,19℃,多云,西北风 3级
2022/11/3, 星期四 ,21℃,20℃,雾,北风 3级
2022/11/4, 星期五 ,21℃,18℃,多云,东北风 3级
2022/11/5, 星期六 ,22℃,17℃,多云,东北风 3级
2022/11/6, 星期日 ,23℃,18℃,多云,西风 2级
2022/11/7, 星期一 ,23℃,19℃,小雨,东北风 2级
2022/11/8, 星期二 ,23℃,19℃,多云,西风 1级
2022/11/9, 星期三 ,28℃,20℃,多云,北风 2级
2022/11/10, 星期四 ,28℃,22℃,多云,东北风 2级
2022/11/11, 星期五 ,29℃,21℃,晴,东风 2级
2022/11/12, 星期六 ,29℃,21℃,雾,东南风 3级
2022/11/13, 星期日 ,28℃,20℃,雾,东北风 1级
2022/11/14, 星期一 ,26℃,20℃,多云,东北风 2级
2022/11/15, 星期二 ,26℃,20℃,多云,东南风 2级
2022/11/16, 星期三 ,22℃,19℃,多云,东南风 2级
2022/11/17, 星期四 ,26℃,20℃,晴,西风 1级
2022/11/18, 星期五 ,27℃,20℃,雾,东风 3级
2022/11/19, 星期六 ,27℃,20℃,晴,东风 3级
2022/11/20, 星期日 ,27℃,20℃,多云,东北风 3级
2022/11/21, 星期一 ,26℃,21℃,多云,东南风 1级
2022/11/22, 星期二 ,23℃,21℃,小雨,东北风 1级
2022/11/23, 星期三 ,21℃,19℃,小雨,东风 4级
2022/11/24, 星期四 ,20℃,18℃,大雨,东北风 2级
2022/11/25, 星期五 ,21℃,18℃,小雨,西风 1级
2022/11/26, 星期六 ,24℃,19℃,多云,东北风 2级
2022/11/27, 星期日 ,23℃,21℃,多云,北风 2级
2022/11/28, 星期一 ,23℃,21℃,雾,南风 1级
2022/11/29, 星期二 ,30℃,16℃,雾,东南风 2级
2022/11/30, 星期三 ,17℃,14℃,多云,西北风 1级
2022/12/1, 星期四 ,17℃,14℃,多云,东北风 2级
2022/12/2, 星期五 ,16℃,14℃,多云,北风 1级
2022/12/3, 星期六 ,23℃,18℃,多云,东风 2级
2022/12/4, 星期日 ,22℃,17℃,雾,东北风 3级
2022/12/5, 星期一 ,18℃,15℃,多云,东风 3级
2022/12/6, 星期二 ,17℃,15℃,多云,西北风 2级
2022/12/7, 星期三 ,20℃,15℃,多云,西风 2级
2022/12/8, 星期四 ,21℃,15℃,晴,西南风 2级
2022/12/9, 星期五 ,24℃,14℃,多云,东南风 2级
2022/12/10, 星期六 ,21℃,15℃,多云,东北风 2级
2022/12/11, 星期日 ,19℃,14℃,多云,东北风 2级
2022/12/12, 星期一 ,18℃,13℃,多云,北风 3级
2022/12/13, 星期二 ,15℃,10℃,多云,东北风 3级
2022/12/14, 星期三 ,12℃,10℃,小雨,西风 1级
2022/12/15, 星期四 ,14℃,10℃,小雨,东北风 2级
2022/12/16, 星期五 ,16℃,13℃,小雨,西南风 1级
2022/12/17, 星期六 ,14℃,5℃,小雨,北风 3级
2022/12/18, 星期日 ,12℃,5℃,晴,东南风 3级
2022/12/19, 星期一 ,15℃,8℃,晴,东北风 3级
2022/12/20, 星期二 ,19℃,12℃,晴,西北风 2级
2022/12/21, 星期三 ,21℃,8℃,多云,北风 2级
2022/12/22, 星期四 ,19℃,9℃,多云,东风 1级
2022/12/23, 星期五 ,17℃,9℃,晴,西风 2级
2022/12/24, 星期六 ,16℃,8℃,晴,西南风 1级
2022/12/25, 星期日 ,15℃,8℃,晴,东风 2级
2022/12/26, 星期一 ,16℃,9℃,晴,东风 3级
2022/12/27, 星期二 ,17℃,11℃,晴,东风 2级
2022/12/28, 星期三 ,18℃,12℃,晴,东北风 3级
2022/12/29, 星期四 ,17℃,12℃,多云,东北风 3级
2022/12/30, 星期五 ,18℃,12℃,多云,东北风 3级
2022/12/31, 星期六 ,10℃,0℃,多云,东风 2级
2023/1/1, 星期日 ,17℃,14℃,多云,东北风 3级
2023/1/2, 星期一 ,18℃,14℃,多云,西南风 2级
2023/1/3, 星期二 ,17℃,13℃,多云,东南风 2级
2023/1/4, 星期三 ,18℃,12℃,多云,东北风 3级
2023/1/5, 星期四 ,20℃,13℃,多云,东北风 2级
2023/1/6, 星期五 ,23℃,13℃,多云,东风 2级
2023/1/7, 星期六 ,20℃,11℃,晴,东风 3级
2023/1/8, 星期日 ,20℃,15℃,多云,东北风 1级
2023/1/9, 星期一 ,18℃,15℃,小雨,东北风 2级
2023/1/10, 星期二 ,15℃,14℃,小雨,东北风 3级
2023/1/11, 星期三 ,17℃,15℃,雾,东北风 2级
2023/1/12, 星期四 ,19℃,17℃,雾,南风 1级
2023/1/13, 星期五 ,18℃,17℃,小雨,东南风 1级
2023/1/14, 星期六 ,25℃,14℃,雾,南风 2级
2023/1/15, 星期日 ,13℃,10℃,中雨,东风 2级
2023/1/16, 星期一 ,12℃,8℃,阴,东南风 2级
2023/1/17, 星期二 ,15℃,9℃,阴,西风 1级
2023/1/18, 星期三 ,15℃,10℃,多云,南风 1级
2023/1/19, 星期四 ,17℃,11℃,晴,西北风 2级
2023/1/20, 星期五 ,16℃,11℃,多云,东风 2级
2023/1/21, 星期六 ,14℃,11℃,小雨,西北风 1级
2023/1/22, 星期日 ,14℃,13℃,小雨,北风 1级
2023/1/23, 星期一 ,17℃,12℃,雾,东南风 2级
2023/1/24, 星期二 ,15℃,5℃,多云,东风 4级
2023/1/25, 星期三 ,9℃,6℃,多云,东风 3级
2023/1/26, 星期四 ,16℃,11℃,多云,西风 1级
2023/1/27, 星期五 ,16℃,6℃,多云,东风 3级
2023/1/28, 星期六 ,13℃,5℃,多云,东北风 2级
2023/1/29, 星期日 ,15℃,6℃,晴,北风 1级
2023/1/30, 星期一 ,16℃,8℃,晴,北风 2级
2023/1/31, 星期二 ,21℃,13℃,晴,东南风 1级
2023/2/1, 星期三 ,21℃,14℃,多云,西南风 1级
2023/2/2, 星期四 ,19℃,11℃,多云,东北风 1级
2023/2/3, 星期五 ,18℃,12℃,多云,东风 1级
2023/2/4, 星期六 ,14℃,12℃,小雨,西北风 1级
2023/2/5, 星期日 ,14℃,13℃,大雨,东风 1级
2023/2/6, 星期一 ,20℃,13℃,雾,西风 1级
2023/2/7, 星期二 ,17℃,14℃,小雨,东风 1级
2023/2/8, 星期三 ,18℃,14℃,多云,东风 2级
2023/2/9, 星期四 ,19℃,14℃,小雨,西南风 2级
2023/2/10, 星期五 ,17℃,13℃,小雨,西南风 2级
2023/2/11, 星期六 ,16℃,15℃,小雨,东风 1级
2023/2/12, 星期日 ,19℃,17℃,雾,北风 1级
2023/2/13, 星期一 ,26℃,13℃,雾,东风 3级
2023/2/14, 星期二 ,14℃,9℃,多云,西风 2级
2023/2/15, 星期三 ,14℃,8℃,多云,南风 2级
2023/2/16, 星期四 ,16℃,8℃,晴,西南风 1级
2023/2/17, 星期五 ,20℃,12℃,多云,东北风 1级
2023/2/18, 星期六 ,23℃,14℃,雾,东北风 1级
2023/2/19, 星期日 ,23℃,11℃,晴,东风 4级
2023/2/20, 星期一 ,18℃,9℃,多云,东北风 1级
2023/2/21, 星期二 ,17℃,8℃,多云,东风 2级
2023/2/22, 星期三 ,15℃,10℃,多云,东南风 1级
2023/2/23, 星期四 ,20℃,12℃,多云,东北风 1级
2023/2/24, 星期五 ,20℃,11℃,多云,东北风 4级
2023/2/25, 星期六 ,16℃,9℃,晴,东南风 2级
2023/2/26, 星期日 ,15℃,8℃,晴,东北风 3级
2023/2/27, 星期一 ,18℃,12℃,晴,北风 2级
2023/2/28, 星期二 ,21℃,13℃,多云,西北风 1级
2023/3/1, 星期三 ,22℃,14℃,雾~晴,东北风 5级
2023/3/2, 星期四 ,18℃,10℃,多云~晴,东北风 3级
2023/3/3, 星期五 ,19℃,12℃,晴~多云,东风 2级
2023/3/4, 星期六 ,20℃,12℃,多云~晴,东北风 2级
2023/3/5, 星期日 ,21℃,12℃,晴,东北风 2级
2023/3/6, 星期一 ,22℃,12℃,晴,东北风 2级
2023/3/7, 星期二 ,23℃,13℃,晴,东北风 1级
2023/3/8, 星期三 ,24℃,14℃,雾~晴,北风 1级
2023/3/9, 星期四 ,24℃,15℃,晴~多云,北风 1级
2023/3/10, 星期五 ,25℃,14℃,晴,北风 1级
2023/3/11, 星期六 ,24℃,15℃,晴~多云,东北风 1级
2023/3/12, 星期日 ,25℃,13℃,多云~阴,东北风 6级
2023/3/13, 星期一 ,19℃,10℃,多云,东风 2级
2023/3/14, 星期二 ,20℃,13℃,多云~晴,东北风 1级
2023/3/15, 星期三 ,23℃,15℃,雾~晴,东北风 2级
2023/3/16, 星期四 ,24℃,16℃,多云,东风 2级
2023/3/17, 星期五 ,24℃,16℃,雾~多云,东风 2级
2023/3/18, 星期六 ,19℃,14℃,雾~多云,东风 2级
2023/3/19, 星期日 ,20℃,16℃,多云,东风 1级
2023/3/20, 星期一 ,23℃,17℃,雾~阴,南风 1级
2023/3/21, 星期二 ,26℃,19℃,雾~阴,南风 1级
2023/3/22, 星期三 ,27℃,20℃,雾~阴,南风 2级
2023/3/23, 星期四 ,25℃,17℃,雾~小雨,东南风 2级
2023/3/24, 星期五 ,18℃,14℃,小雨~中雨,东风 2级
2023/3/25, 星期六 ,16℃,14℃,大雨~小雨,东风 2级
2023/3/26, 星期日 ,14℃,12℃,小雨,西风 2级
2023/3/27, 星期一 ,16℃,13℃,小雨~阴,东风 2级
2023/3/28, 星期二 ,19℃,13℃,多云~阴,西南风 2级
2023/3/29, 星期三 ,16℃,15℃,中雨~小雨,东风 1级
2023/3/30, 星期四 ,19℃,15℃,雾~阴,东风 2级
2023/3/31, 星期五 ,19℃,15℃,小雨,南风 2级
2023/4/1, 星期六 ,20℃,15℃,雾~多云,东北风 1级
2023/4/2, 星期日 ,23℃,16℃,雾~多云,东风 2级
2023/4/3, 星期一 ,21℃,18℃,多云~阴,东南风 1级
2023/4/4, 星期二 ,24℃,20℃,雾~小雨,东南风 1级
2023/4/5, 星期三 ,22℃,18℃,大雨,东北风 1级
2023/4/6, 星期四 ,19℃,16℃,小雨~中雨,东风 2级
2023/4/7, 星期五 ,19℃,15℃,多云~晴,东北风 2级
2023/4/8, 星期六 ,20℃,13℃,多云,南风 2级
2023/4/9, 星期日 ,21℃,15℃,多云,南风 2级
2023/4/10, 星期一 ,23℃,16℃,晴~多云,东风 1级
2023/4/11, 星期二 ,27℃,19℃,多云,东北风 1级
2023/4/12, 星期三 ,24℃,18℃,雾~多云,东南风 2级
2023/4/13, 星期四 ,25℃,19℃,雾~多云,东南风 1级
2023/4/14, 星期五 ,28℃,20℃,多云,西风 3级
2023/4/15, 星期六 ,31℃,19℃,多云,西风 1级
2023/4/16, 星期日 ,28℃,20℃,雾~晴,南风 1级
2023/4/17, 星期一 ,29℃,21℃,雾~雷阵雨,西南风 2级
2023/4/18, 星期二 ,23℃,21℃,暴雨~小雨,西风 1级
2023/4/19, 星期三 ,24℃,21℃,暴雨~中雨,北风 1级
2023/4/20, 星期四 ,26℃,20℃,雾~阴,东风 2级
2023/4/21, 星期五 ,23℃,19℃,多云~阴,东风 3级
2023/4/22, 星期六 ,24℃,19℃,多云,东南风 1级
2023/4/23, 星期日 ,24℃,19℃,多云~阴,东风 2级
2023/4/24, 星期一 ,22℃,18℃,雾~阵雨,东风 2级
2023/4/25, 星期二 ,22℃,17℃,小雨,东风 2级
2023/4/26, 星期三 ,20℃,17℃,多云,西风 2级
2023/4/27, 星期四 ,24℃,17℃,多云,西风 2级
2023/4/28, 星期五 ,27℃,20℃,雾~多云,北风 1级
2023/4/29, 星期六 ,29℃,18℃,雾~小雨,西风 2级
2023/4/30, 星期日 ,21℃,17℃,多云,东风 1级
2023/5/1, 星期一 ,26℃,18℃,晴~多云,西风 2级
2023/5/2, 星期二 ,27℃,21℃,多云~阴,东北风 1级
2023/5/3, 星期三 ,28℃,22℃,多云~阴,东南风 1级
2023/5/4, 星期四 ,28℃,24℃,小雨~阴,南风 2级
2023/5/5, 星期五 ,29℃,23℃,多云~阴,南风 1级
2023/5/6, 星期六 ,29℃,24℃,小雨~大雨,西南风 1级
2023/5/7, 星期日 ,31℃,20℃,多云~中雨,西风 2级
2023/5/8, 星期一 ,22℃,18℃,多云~阴,东北风 4级
2023/5/9, 星期二 ,23℃,17℃,多云~晴,东风 2级
2023/5/10, 星期三 ,25℃,19℃,晴,东北风 1级
2023/5/11, 星期四 ,25℃,19℃,多云~阴,西风 1级
2023/5/12, 星期五 ,24℃,20℃,雾~阴,东南风 1级
2023/5/13, 星期六 ,25℃,21℃,雾~阴,南风 2级
2023/5/14, 星期日 ,26℃,20℃,多云~阴,东南风 2级
2023/5/15, 星期一 ,29℃,20℃,雾~阴,东北风 1级
2023/5/16, 星期二 ,29℃,23℃,雾~小雨,东南风 2级
2023/5/17, 星期三 ,26℃,24℃,小雨,东北风 1级
2023/5/18, 星期四 ,30℃,23℃,雾~多云,东南风 1级
2023/5/19, 星期五 ,29℃,22℃,雾~雷阵雨,东北风 2级
2023/5/20, 星期六 ,26℃,22℃,雾~小雨,东风 1级
2023/5/21, 星期日 ,30℃,25℃,雾~阴,东北风 1级
2023/5/22, 星期一 ,31℃,21℃,小雨,东风 3级
2023/5/23, 星期二 ,23℃,20℃,多云~阴,东风 1级
2023/5/24, 星期三 ,26℃,22℃,多云,东风 1级
2023/5/25, 星期四 ,28℃,23℃,多云,北风 1级
2023/5/26, 星期五 ,31℃,23℃,多云,东风 1级
2023/5/27, 星期六 ,31℃,23℃,雾~多云,西风 1级
2023/5/28, 星期日 ,32℃,24℃,多云~晴,西南风 1级
2023/5/29, 星期一 ,32℃,25℃,多云~晴,北风 4级
2023/5/30, 星期二 ,36℃,26℃,晴,东南风 2级
2023/5/31, 星期三 ,35℃,26℃,晴,西南风 1级
2023/6/1, 星期四 ,33℃,26℃,多云,西北风 1级
2023/6/2, 星期五 ,32℃,26℃,多云~小雨,北风 3级
2023/6/3, 星期六 ,30℃,25℃,中雨~阴,东风 2级
2023/6/4, 星期日 ,32℃,25℃,多云,东南风 2级
2023/6/5, 星期一 ,32℃,25℃,晴~多云,北风 1级
2023/6/6, 星期二 ,33℃,26℃,多云,东北风 1级
2023/6/7, 星期三 ,32℃,26℃,中雨~阴,西南风 2级
2023/6/8, 星期四 ,33℃,26℃,多云,西南风 1级
2023/6/9, 星期五 ,32℃,25℃,大雨~中雨,西南风 1级
2023/6/10, 星期六 ,25℃,24℃,大雨~中雨,西南风 1级
2023/6/11, 星期日 ,30℃,24℃,多云~雷阵雨,东北风 1级
2023/6/12, 星期一 ,29℃,24℃,多云,东北风 2级
2023/6/13, 星期二 ,31℃,25℃,多云~阴,西北风 1级
2023/6/14, 星期三 ,26℃,24℃,中雨,西南风 1级
2023/6/15, 星期四 ,28℃,24℃,多云~小雨,东北风 2级
2023/6/16, 星期五 ,27℃,24℃,小雨~中雨,西风 1级
2023/6/17, 星期六 ,30℃,25℃,大雨~小雨,东风 1级
2023/6/18, 星期日 ,30℃,26℃,多云,西风 1级
2023/6/19, 星期一 ,31℃,26℃,大雨~阴,南风 2级
2023/6/20, 星期二 ,34℃,26℃,多云,东北风 1级
2023/6/21, 星期三 ,34℃,27℃,多云,东风 2级
2023/6/22, 星期四 ,33℃,26℃,多云~阴,东风 1级
2023/6/23, 星期五 ,30℃,26℃,小雨,北风 1级
2023/6/24, 星期六 ,30℃,26℃,小雨~阴,东北风 1级
2023/6/25, 星期日 ,31℃,26℃,多云,北风 1级
2023/6/26, 星期一 ,32℃,26℃,多云,北风 1级
2023/6/27, 星期二 ,30℃,25℃,阴,西风 3级
2023/6/28, 星期三 ,33℃,25℃,晴,西风 1级
2023/6/29, 星期四 ,30℃,26℃,多云,南风 1级
2023/6/30, 星期五 ,32℃,25℃,阴,东风 2级
2023/7/1, 星期六 ,31℃,26℃,多云~阴,东北风 1级
